intersect_bp,jaccard,max_containment,f_query_match,f_match_query,match_filename,match_name,match_md5,match_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
100,4.42556204637989e-05,0.0008064516129032258,0.0008064516129032258,4.6823055672613196e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_072537.1 Smallanthus sonchifolius chloroplast, complete genome",808b4b6a,124000,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,e710ed72,2135700,31,DNA,100,21357,False,0.7249990063806817,0.7947164519091329,0.7598577291449073,0.7947164519091329,True
100,4.404704224111351e-05,0.0007423904974016332,0.0007423904974016332,4.6823055672613196e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_070364.1 Physalis philadelphica chloroplast, complete genome",77ba7b99,134700,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,e710ed72,2135700,31,DNA,100,21357,False,0.7249990063806817,0.792597427086242,0.7587982167334619,0.792597427086242,True
100,4.447805008228439e-05,0.0008873114463176575,0.0008873114463176575,4.6823055672613196e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_067044.1 Phleum pratense voucher Ph_p_1 chloroplast, complete genome",0225fd4c,112700,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,e710ed72,2135700,31,DNA,100,21357,False,0.7249990063806817,0.7971698071594597,0.7610844067700707,0.7971698071594597,True
100,4.4259537930424005e-05,0.0008077544426494346,0.0008077544426494346,4.6823055672613196e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_066745.1 Lactuca indica chloroplast, complete genome",745182be,123800,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,e710ed72,2135700,31,DNA,100,21357,False,0.7249990063806817,0.7947578347785506,0.7598784205796161,0.7947578347785506,True
200,8.884940026654821e-05,0.0017316017316017316,0.0017316017316017316,9.364611134522639e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_066144.1 Zizania palustris chloroplast, complete genome",66466744,115500,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,e710ed72,2135700,31,DNA,100,21357,False,0.7413922747244421,0.8145498682839326,0.7779710715041874,0.8145498682839326,True
100,4.424387222369702e-05,0.0008025682182985554,0.0008025682182985554,4.6823055672613196e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_066029.1 Tanacetum vulgare isolate BPTPS091 voucher LISE:96415 chloroplast, complete genome",7b409947,124600,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,e710ed72,2135700,31,DNA,100,21357,False,0.7249990063806817,0.7945927154559548,0.7597958609183182,0.7945927154559548,True
200,8.825735845726137e-05,0.0015313935681470138,0.0015313935681470138,9.364611134522639e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_065148.1 Cucurbita argyrosperma chloroplast, complete genome",a5afb408,130600,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,e710ed72,2135700,31,DNA,100,21357,False,0.7413922747244421,0.8113277845627581,0.7763600296436002,0.8113277845627581,True
100,4.417936823503424e-05,0.0007818608287724785,0.0007818608287724785,4.6823055672613196e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_062593.1 Fragaria moschata chloroplast, complete genome",964dc10d,127900,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,e710ed72,2135700,31,DNA,100,21357,False,0.7249990063806817,0.7939229741646238,0.7594609902726528,0.7939229741646238,True
100,4.4083935813789454e-05,0.0007530120481927711,0.0007530120481927711,4.6823055672613196e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_062483.1 Solanum scabrum voucher HFN:A14750030a chloroplast, complete genome",e34669fb,132800,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,e710ed72,2135700,31,DNA,100,21357,False,0.7249990063806817,0.7929607205550848,0.7589798634678833,0.7929607205550848,True
200,8.824567596187787e-05,0.0015278838808250573,0.0015278838808250573,9.364611134522639e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_061691.1 Camellia sinensis var. pubilimba chloroplast, complete genome",5e87aacd,130900,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,e710ed72,2135700,31,DNA,100,21357,False,0.7413922747244421,0.8112677365926503,0.7763300056585463,0.8112677365926503,True
