intersect_bp,jaccard,max_containment,f_query_match,f_match_query,match_filename,match_name,match_md5,match_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
100,7.716644802839726e-05,0.0007616146230007616,0.0007616146230007616,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_080516.1 Ribes rubrum chloroplast, complete genome",7a7226b0,131300,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.793251341611579,0.7662851168420128,0.793251341611579,True
100,7.728572532653218e-05,0.0007733952049497294,0.0007733952049497294,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_080515.1 Ribes uva-crispa chloroplast, complete genome",94b5806a,129300,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7936442133169143,0.7664815526946804,0.7936442133169143,True
100,7.675775253300584e-05,0.000723589001447178,0.000723589001447178,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_073584.1 Theobroma bicolor voucher KUELAP2926 chloroplast, complete genome",398994e9,138200,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7919418411778815,0.765630366625164,0.7919418411778815,True
300,0.00023284694194349582,0.0024193548387096775,0.0024193548387096775,0.0002575770584699923,../db.crop-plant-entrez-ref.fasta.bz2,"NC_072537.1 Smallanthus sonchifolius chloroplast, complete genome",808b4b6a,124000,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7659894925301609,0.823385494717745,0.794687493623953,0.823385494717745,True
100,7.69704433497537e-05,0.0007429420505200594,0.0007429420505200594,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_072518.1 Trichosanthes cucumerina isolate PT 6996 chloroplast, complete genome",378d8e48,134600,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7926164155499463,0.7659676538111966,0.7926164155499463,True
100,7.765783955890347e-05,0.0008123476848090983,0.0008123476848090983,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_072298.1 Xanthium strumarium chloroplast, complete genome",963ca6b6,123100,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.794903220231316,0.7671110561518814,0.794903220231316,True
100,7.66342248448157e-05,0.0007127583749109052,0.0007127583749109052,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_071868.1 Vaccinium ashei chloroplast, complete genome",5cbc3786,140300,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7915566660084421,0.7654377790404444,0.7915566660084421,True
300,0.00023092910476483718,0.0022271714922048997,0.0022271714922048997,0.0002575770584699923,../db.crop-plant-entrez-ref.fasta.bz2,"NC_070364.1 Physalis philadelphica chloroplast, complete genome",77ba7b99,134700,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7659894925301609,0.8211900270161219,0.7935897597731414,0.8211900270161219,True
100,7.717240314863405e-05,0.0007621951219512195,0.0007621951219512195,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_048983.1 Garcinia pedunculata chloroplast, complete genome",844b4622,131200,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7932708380448364,0.7662948650586416,0.7932708380448364,True
100,7.682261657832066e-05,0.0007293946024799417,0.0007293946024799417,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_068855.1 Antidesma bunius chloroplast, complete genome",40c5b6b1,137100,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7921460179596401,0.7657324550160434,0.7921460179596401,True
100,7.662248103593594e-05,0.0007117437722419929,0.0007117437722419929,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_068711.1 Vaccinium corymbosum chloroplast, complete sequence",73f13f63,140500,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7915202934961058,0.7654195927842762,0.7915202934961058,True
100,7.714858818083629e-05,0.0007598784194528875,0.0007598784194528875,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_068605.1 Prunus cerasifera chloroplast, complete genome",99c4563c,131600,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7931929441475497,0.7662559181099982,0.7931929441475497,True
100,7.785736530675803e-05,0.0008347245409015025,0.0008347245409015025,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_067543.1 Phaseolus acutifolius voucher Jansen & Ruhlman 144 (TEX-LL) plastid, complete genome",ab3e7464,119800,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.795600305751616,0.7674595989120314,0.795600305751616,True
100,7.694083249980765e-05,0.0007401924500370096,0.0007401924500370096,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_066813.1 Balanites aegyptiaca voucher UQU072021 chloroplast, complete genome",79a00f0f,135100,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7925216184726579,0.7659202552725524,0.7925216184726579,True
200,0.0001552433439416285,0.0016155088852988692,0.0016155088852988692,0.00017171803897999483,../db.crop-plant-entrez-ref.fasta.bz2,"NC_066745.1 Lactuca indica chloroplast, complete genome",745182be,123800,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7560359535893441,0.8127284503782493,0.7843822019837967,0.8127284503782493,True
100,7.7417356971433e-05,0.0007867820613690008,0.0007867820613690008,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_066470.1 Mangifera odorata chloroplast, complete genome",2a210953,127100,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7940836837775237,0.7667012879249853,0.7940836837775237,True
100,7.682261657832066e-05,0.0007293946024799417,0.0007293946024799417,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_066420.1 Prunus cerasus isolate Gisela5 chloroplast, complete genome",62fe5198,137100,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7921460179596401,0.7657324550160434,0.7921460179596401,True
100,7.701786814540974e-05,0.0007473841554559044,0.0007473841554559044,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_066053.1 Morus nigra chloroplast, complete genome",e510684e,133800,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7927688495632319,0.7660438708178393,0.7927688495632319,True
100,7.72379701861435e-05,0.0007686395080707148,0.0007686395080707148,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_066047.1 Bouea macrophylla chloroplast, complete genome",27c46013,130100,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7934863168753118,0.7664026044738792,0.7934863168753118,True
100,7.760360080707745e-05,0.0008064516129032258,0.0008064516129032258,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_066036.1 Stevia rebaudiana isolate BPTPS142 voucher LISE:96453 chloroplast, complete genome",3928aab3,124000,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7947164519091329,0.7670176719907897,0.7947164519091329,True
200,0.0001551470017841905,0.0016051364365971107,0.0016051364365971107,0.00017171803897999483,../db.crop-plant-entrez-ref.fasta.bz2,"NC_066029.1 Tanacetum vulgare isolate BPTPS091 voucher LISE:96415 chloroplast, complete genome",7b409947,124600,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7560359535893441,0.812559597470724,0.784297775530034,0.812559597470724,True
100,7.735746886361879e-05,0.00078064012490242,0.00078064012490242,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_066017.1 Cynara cardunculus isolate BPTPS064 voucher LISE:96391 chloroplast, complete genome",221d6bd7,128100,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7938829588860009,0.7666009254792239,0.7938829588860009,True
100,7.733353955610548e-05,0.0007782101167315176,0.0007782101167315176,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_065842.1 Valerianella locusta chloroplast, complete genome",097661ec,128500,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7938031214402455,0.7665610067563461,0.7938031214402455,True
100,7.750736319950395e-05,0.0007961783439490446,0.0007961783439490446,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_065833.1 Rorippa indica chloroplast, complete genome",b0ffd9bb,125600,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7943878485087047,0.7668533702905758,0.7943878485087047,True
100,7.727378100610463e-05,0.0007722007722007722,0.0007722007722007722,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_065730.1 Prunus ussuriensis chloroplast, complete genome",844290bb,129500,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7936046448576776,0.7664617684650621,0.7936046448576776,True
100,7.726781023025808e-05,0.0007716049382716049,0.0007716049382716049,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_065725.1 Catha edulis chloroplast, complete genome",a5aa823a,129600,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7935848842769095,0.7664518881746781,0.7935848842769095,True
200,0.000154428229480349,0.0015313935681470138,0.0015313935681470138,0.00017171803897999483,../db.crop-plant-entrez-ref.fasta.bz2,"NC_065148.1 Cucurbita argyrosperma chloroplast, complete genome",a5afb408,130600,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7560359535893441,0.8113277845627581,0.7836818690760511,0.8113277845627581,True
100,7.72021925422682e-05,0.0007651109410864575,0.0007651109410864575,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_065141.1 Glycyrrhiza echinata voucher A.Matsenko & A.Choldeeva 255 (PE) chloroplast, complete genome",aead9ce2,130700,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.79336855087013,0.7663437214712884,0.79336855087013,True
300,0.0002321442389538033,0.0023455824863174357,0.0023455824863174357,0.0002575770584699923,../db.crop-plant-entrez-ref.fasta.bz2,"NC_062593.1 Fragaria moschata chloroplast, complete genome",964dc10d,127900,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7659894925301609,0.8225633926162463,0.7942764425732036,0.8225633926162463,True
100,7.751337105650724e-05,0.0007968127490039841,0.0007968127490039841,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_062586.1 Vigna umbellata chloroplast, complete genome",88ddbbd7,125500,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7944082592972571,0.7668635756848519,0.7944082592972571,True
300,0.00023126734505087883,0.002259036144578313,0.002259036144578313,0.0002575770584699923,../db.crop-plant-entrez-ref.fasta.bz2,"NC_062483.1 Solanum scabrum voucher HFN:A14750030a chloroplast, complete genome",e34669fb,132800,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7659894925301609,0.8215664261353953,0.7937779593327781,0.8215664261353953,True
400,0.00030883261272390367,0.0030557677616501145,0.0030557677616501145,0.00034343607795998967,../db.crop-plant-entrez-ref.fasta.bz2,"NC_061691.1 Camellia sinensis var. pubilimba chloroplast, complete genome",5e87aacd,130900,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7731310118661731,0.8296116647740018,0.8013713383200874,0.8296116647740018,True
100,7.698822080221726e-05,0.0007446016381236039,0.0007446016381236039,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_061549.1 Malus domestica cultivar Red Delicious-ww chloroplast, complete genome",ffe9c628,134300,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7926734684371343,0.7659961802547905,0.7926734684371343,True
100,7.715454054471106e-05,0.0007604562737642585,0.0007604562737642585,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_060715.1 Myristica fragrans chloroplast, complete genome",14b1ebf1,131500,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7932123946865959,0.7662656433795213,0.7932123946865959,True
100,7.692899453804139e-05,0.0007390983000739098,0.0007390983000739098,8.585901948999742e-05,../db.crop-plant-entrez-ref.fasta.bz2,"NC_060657.1 Syzygium samarangense chloroplast, complete genome",d79bf758,135300,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7393188920724467,0.7924838010049108,0.7659013465386788,0.7924838010049108,True
200,0.00015487068297971194,0.0015760441292356187,0.0015760441292356187,0.00017171803897999483,../db.crop-plant-entrez-ref.fasta.bz2,"NC_060646.1 Rubus occidentalis chloroplast, complete genome",835e22e5,126900,input/weight_loss/ERR11520706_2.fastq.gz,ERR11520706,0ec76cb9,1164700,31,DNA,100,11647,False,0.7560359535893441,0.8120803085781559,0.78405813108375,0.8120803085781559,True
