intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
300,0.1111111111111111,0.002506265664160401,0.1111111111111111,0.00016044282218924231,1.3333333333333333,1.0,0.4714045207910317,output/weight_loss/all_chloroplast.100/gather_ext/ERR11520706.51.db-matches.sig,"NC_072116.1 Adenostemma madurense voucher ESK21-406 chloroplast, complete genome",09917cb08bf9b36525a72e93bc908e96,0.002506265664160401,300,0,2400,,ERR11520706-known,552d996e,2700,51,DNA,100,27,True,,,,,True,4,4,24931
300,0.1111111111111111,0.002284843869002285,0.1111111111111111,0.0041314026713729895,34.333333333333336,44.0,24.253293018108327,output/weight_loss/all_chloroplast.100/gather_ext/ERR11520706.51.db-matches.sig,"NC_071793.1 Paraligusticum discolor voucher 16CS13363 chloroplast, complete genome",ab3e46d44b5b0e463b03b9c1f6a4695c,0.002284843869002285,300,1,2100,,ERR11520706-known,552d996e,2700,51,DNA,100,27,True,,,,,True,103,107,24931
300,0.1111111111111111,0.0024449877750611247,0.1111111111111111,0.0006016605832096587,5.0,6.0,2.160246899469287,output/weight_loss/all_chloroplast.100/gather_ext/ERR11520706.51.db-matches.sig,"NC_064935.1 Nanocnide lobata chloroplast, complete genome",c5d7918004be52adfb051d2a32cd4975,0.0024449877750611247,300,2,1800,,ERR11520706-known,552d996e,2700,51,DNA,100,27,True,,,,,True,15,122,24931
200,0.07407407407407407,0.001530221882172915,0.07407407407407407,0.0016846496329870442,21.0,21.0,1.0,output/weight_loss/all_chloroplast.100/gather_ext/ERR11520706.51.db-matches.sig,"NC_035644.1 Pyrenaria khasiana voucher YangSX 5046 plastid, complete genome",0b4c772b9310688309cd3a258d88543d,0.001530221882172915,200,3,1600,,ERR11520706-known,552d996e,2700,51,DNA,100,27,True,,,,,True,42,164,24931
100,0.037037037037037035,0.0007479431563201197,0.037037037037037035,0.989290441618868,24664.0,24664.0,0.0,output/weight_loss/all_chloroplast.100/gather_ext/ERR11520706.51.db-matches.sig,"NC_080274.1 Camellia uraku chloroplast, complete genome",05bab958cc10c7433c0b1d5974d63c1f,0.0007479431563201197,100,4,1500,,ERR11520706-known,552d996e,2700,51,DNA,100,27,True,,,,,True,24664,24828,24931
100,0.037037037037037035,0.0007457121551081282,0.037037037037037035,4.011070554731058e-05,1.0,1.0,0.0,output/weight_loss/all_chloroplast.100/gather_ext/ERR11520706.51.db-matches.sig,"NC_072712.1 Dalbergia tsoi chloroplast, complete genome",e0bbabe0f4a8537608756e5bab552c46,0.0007457121551081282,100,5,1400,,ERR11520706-known,552d996e,2700,51,DNA,100,27,True,,,,,True,1,24829,24931
100,0.037037037037037035,0.0007627765064836003,0.037037037037037035,4.011070554731058e-05,1.0,1.0,0.0,output/weight_loss/all_chloroplast.100/gather_ext/ERR11520706.51.db-matches.sig,"NC_072516.1 Luffa aegyptiaca isolate 23488 chloroplast, complete genome",3e29263dfbb978d77fcdeba625dfde1a,0.0007627765064836003,100,6,1300,,ERR11520706-known,552d996e,2700,51,DNA,100,27,True,,,,,True,1,24830,24931
100,0.037037037037037035,0.0007751937984496124,0.037037037037037035,0.00028077493883117406,7.0,7.0,0.0,output/weight_loss/all_chloroplast.100/gather_ext/ERR11520706.51.db-matches.sig,"NC_072511.1 Trichosanthes schlechteri isolate PEBO4150 chloroplast, complete genome",38de1eb06815b7153656b335e83e3023,0.0007751937984496124,100,7,1200,,ERR11520706-known,552d996e,2700,51,DNA,100,27,True,,,,,True,7,24837,24931
200,0.07407407407407407,0.0007686395080707148,0.037037037037037035,0.0004412177610204163,11.0,11.0,0.0,output/weight_loss/all_chloroplast.100/gather_ext/ERR11520706.51.db-matches.sig,"NC_070347.1 Pimpinella thellungiana chloroplast, complete genome",26b8e0318f5017ed6c1aa2f7647260ae,0.0015372790161414297,100,8,1100,,ERR11520706-known,552d996e,2700,51,DNA,100,27,True,,,,,True,11,24848,24931
100,0.037037037037037035,0.0007457121551081282,0.037037037037037035,8.022141109462116e-05,2.0,2.0,0.0,output/weight_loss/all_chloroplast.100/gather_ext/ERR11520706.51.db-matches.sig,"NC_068267.1 Phytolacca rivinoides chloroplast, complete genome",2eaa32df355da3cc5a2cb2404dfea3c2,0.0007457121551081282,100,9,1000,,ERR11520706-known,552d996e,2700,51,DNA,100,27,True,,,,,True,2,24850,24931
