intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,scientific_name,Unnamed: 0_x,USDA_id,usda_common_name,Unnamed: 0_y,trnL_id,trnl_common_name,Unnamed: 0,foodb_id,foodb_common_name
200,8.924985496898568e-05,0.0015360983102918,8.924985496898568e-05,0.0004046844287342,49.0,49.0,1.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.100.sig.zip,"NC_080274.1 Camellia uraku chloroplast, complete genome",a2f7e71faf8cbf1bfec6d56605d33409,0.0015360983102918,200,0,6800,input/weight_loss/ERR11520724_2.fastq.gz,ERR11520724,68b1f0b6,2240900,31,DNA,100,22409,True,0.7402432162298925,0.8114080703892994,0.775825643309596,0.8114080703892994,True,98,98,242164,Camellia uraku,,,,,,,,,
200,8.924985496898568e-05,0.0016820857863751,8.924985496898568e-05,0.014325002890603,1734.5,1734.5,1732.5,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.100.sig.zip,"NC_079918.1 Indocalamus emeiensis chloroplast, complete genome",2a539b92eb24be7c4345e27ee8cbe0c2,0.0016820857863751,200,1,6600,input/weight_loss/ERR11520724_2.fastq.gz,ERR11520724,68b1f0b6,2240900,31,DNA,100,22409,True,0.7402432162298925,0.8137879041268697,0.7770155601783811,0.8137879041268697,True,3469,3567,242164,Indocalamus emeiensis,,,,,,,,,
200,8.924985496898568e-05,0.0014847809948032,8.924985496898568e-05,0.0002395071108835,29.0,29.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.100.sig.zip,"NC_079774.1 Chamaedorea linearis voucher M_18122(IBSC) chloroplast, complete genome",d8d75cbe188d6f0a4fadeb17b979199d,0.0014847809948032,200,2,6400,input/weight_loss/ERR11520724_2.fastq.gz,ERR11520724,68b1f0b6,2240900,31,DNA,100,22409,True,0.7402432162298925,0.8105191927665337,0.7753812044982131,0.8105191927665337,True,58,3625,242164,Chamaedorea linearis,,,,,,,,,
200,8.924985496898568e-05,0.0014858841010401,8.924985496898568e-05,0.000817627723361,99.0,99.0,98.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.100.sig.zip,"NC_072167.1 Physalis cordata chloroplast, complete sequence",6a8626a3f803d1735d2c81896b75c441,0.0014858841010401,200,3,6200,input/weight_loss/ERR11520724_2.fastq.gz,ERR11520724,68b1f0b6,2240900,31,DNA,100,22409,True,0.7402432162298925,0.8105386105866621,0.7753909134082773,0.8105386105866621,True,198,3823,242164,Physalis cordata,30633.0,PHCO22,heartleaf groundcherry,,,,,,
200,8.924985496898568e-05,0.0016038492381716,8.924985496898568e-05,0.0030929452767545,374.5,374.5,368.5,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.100.sig.zip,"NC_068636.1 Potentilla kleiniana chloroplast, complete genome",ac2cf6001b41493762c2ae4531fd97cf,0.0016038492381716,200,4,6000,input/weight_loss/ERR11520724_2.fastq.gz,ERR11520724,68b1f0b6,2240900,31,DNA,100,22409,True,0.7402432162298925,0.8125385695829076,0.7763908929064001,0.8125385695829076,True,749,4572,242164,Potentilla kleiniana,,,,,,,,,
200,8.924985496898568e-05,0.0015209125475285,8.924985496898568e-05,6.60709271402851e-05,8.0,8.0,4.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.100.sig.zip,"NC_067979.1 Telfairia occidentalis chloroplast, complete genome",1d84ce96d42c3e1d2077ce872e21336d,0.0015209125475285,200,5,5800,input/weight_loss/ERR11520724_2.fastq.gz,ERR11520724,68b1f0b6,2240900,31,DNA,100,22409,True,0.7402432162298925,0.8111480656671798,0.7756956409485362,0.8111480656671798,True,16,4588,242164,Telfairia occidentalis,40479.0,TEOC2,oysternut,,,,,,
200,8.924985496898568e-05,0.001610305958132,8.924985496898568e-05,0.0002973191721312,36.0,36.0,34.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.100.sig.zip,"NC_066033.1 Melissa officinalis isolate BPTPS114 voucher LISE:96435 chloroplast, complete genome",82b5dc3a487aa8a351671cf55381ce54,0.001610305958132,200,6,5600,input/weight_loss/ERR11520724_2.fastq.gz,ERR11520724,68b1f0b6,2240900,31,DNA,100,22409,True,0.7402432162298925,0.8126438835862646,0.7764435499080786,0.8126438835862646,True,72,4660,242164,Melissa officinalis,26048.0,MEOF2,common balm,183.0,39338.0,common balm,74.0,108.0,Balm
200,8.924985496898568e-05,0.0015444015444015,8.924985496898568e-05,9.910639071042764e-05,12.0,12.0,6.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.100.sig.zip,"NC_064525.1 Campylotropis bonii chloroplast, complete genome",078e7533eeeb38790201cf9065201d79,0.0015444015444015,200,7,5400,input/weight_loss/ERR11520724_2.fastq.gz,ERR11520724,68b1f0b6,2240900,31,DNA,100,22409,True,0.7402432162298925,0.8115491851777444,0.7758962007038185,0.8115491851777444,True,24,4684,242164,Campylotropis bonii,,,,,,,,,
200,8.924985496898568e-05,0.0014936519790888,8.924985496898568e-05,0.0022381526568771,271.0,271.0,238.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.100.sig.zip,"NC_061727.1 Ampelocissus ascendiflora voucher Wen#12195 chloroplast, complete genome",9551d89e876e67fd5d678a6fe4771daa,0.0014936519790888,200,8,5200,input/weight_loss/ERR11520724_2.fastq.gz,ERR11520724,68b1f0b6,2240900,31,DNA,100,22409,True,0.7402432162298925,0.8106749537191763,0.7754590849745344,0.8106749537191763,True,542,5226,242164,Ampelocissus ascendiflora,,,,,,,,,
200,8.924985496898568e-05,0.0015420200462606,8.924985496898568e-05,0.0008093688574684,98.0,98.0,46.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.100.sig.zip,"NC_051544.1 Nepeta cataria chloroplast, complete genome",a53c4dd91b7309881c6681dcda9af347,0.0015420200462606,200,9,5000,input/weight_loss/ERR11520724_2.fastq.gz,ERR11520724,68b1f0b6,2240900,31,DNA,100,22409,True,0.7402432162298925,0.8115087864747021,0.7758760013522974,0.8115087864747021,True,196,5422,242164,Nepeta cataria,27408.0,NECA2,catnip,520.0,39347.0,catnip,,,
