intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,scientific_name,Unnamed: 0_x,USDA_id,usda_common_name,Unnamed: 0_y,trnL_id,trnl_common_name,Unnamed: 0,foodb_id,foodb_common_name
200,7.997760627024433e-05,0.402645575928743,7.997760627024433e-05,0.000965824665676,65.0,65.0,0.0,../db/Sketched-db/db.trnL-entrez-ref.fasta.bz2.sig,"NC_072516.1:49480-50083 Luffa aegyptiaca isolate 23488 chloroplast, complete genome",01549d420829817e088fe7fc6b3c3886,0.402645575928743,200,0,2300,input/weight_loss/ERR11520718_2.fastq.gz,ERR11520718,4b7100b8,2500700,51,DNA,100,25007,True,,,,,True,130,130,134600,Luffa aegyptiaca,24504.0,LUAE,sponge gourd,51.0,3670.0,smooth loofah,202.0,503.0,Luffa
200,7.997760627024433e-05,0.1818210549677227,7.997760627024433e-05,0.000148588410104,10.0,10.0,0.0,../db/Sketched-db/db.trnL-entrez-ref.fasta.bz2.sig,"NC_071793.1:48777-49362 Paraligusticum discolor voucher 16CS13363 chloroplast, complete genome",d0cc1d5728b4e7d534cae0e5b903a55d,0.1818210549677227,200,1,2100,input/weight_loss/ERR11520718_2.fastq.gz,ERR11520718,4b7100b8,2500700,51,DNA,100,25007,True,,,,,True,20,150,134600,Paraligusticum discolor,,,,,,,,,
100,3.9988803135122166e-05,0.1429830124017507,3.9988803135122166e-05,0.0012035661218424,162.0,162.0,0.0,../db/Sketched-db/db.trnL-entrez-ref.fasta.bz2.sig,"NC_022264.1:49695-50304 Camellia taliensis voucher HKAS:S.X.Yang3157 chloroplast, complete genome",6c5c0feac043071f67869682255071dc,0.1429830124017507,100,2,2000,input/weight_loss/ERR11520718_2.fastq.gz,ERR11520718,4b7100b8,2500700,51,DNA,100,25007,True,,,,,True,162,312,134600,Camellia taliensis,,,,,,,,,
100,3.9988803135122166e-05,0.2013227879643715,3.9988803135122166e-05,4.457652303120357e-05,6.0,6.0,0.0,../db/Sketched-db/db.trnL-entrez-ref.fasta.bz2.sig,"NC_044726.1:46426-46952 Saussurea obvallata chloroplast, complete genome",9333e9c1518319d3c6b55a3fdd548846,0.2013227879643715,100,3,1900,input/weight_loss/ERR11520718_2.fastq.gz,ERR11520718,4b7100b8,2500700,51,DNA,100,25007,True,,,,,True,6,318,134600,Saussurea obvallata,,,,,,,,,
100,3.9988803135122166e-05,0.1250402907779497,3.9988803135122166e-05,0.0014784546805349,199.0,199.0,0.0,../db/Sketched-db/db.trnL-entrez-ref.fasta.bz2.sig,"NC_018552.1:c49661-49151 Capsicum annuum chloroplast, complete genome",8c90d7d418502a79a08c66a7d9e962d1,0.1250402907779497,100,4,1800,input/weight_loss/ERR11520718_2.fastq.gz,ERR11520718,4b7100b8,2500700,51,DNA,100,25007,True,,,,,True,199,517,134600,Capsicum annuum,6214.0,CAAN4,cayenne pepper,,,,25.0,40.0,Bell Pepper
100,3.9988803135122166e-05,0.1250402907779497,3.9988803135122166e-05,2.9717682020802376e-05,4.0,4.0,0.0,../db/Sketched-db/db.trnL-entrez-ref.fasta.bz2.sig,"NC_072512.1:49911-50509 Trichosanthes reticulinervis isolate HLQW090052 05 chloroplast, complete genome",53f3be6d1acc48cde38e8fc4ae0c25b5,0.1250402907779497,100,5,1700,input/weight_loss/ERR11520718_2.fastq.gz,ERR11520718,4b7100b8,2500700,51,DNA,100,25007,True,,,,,True,4,521,134600,Trichosanthes reticulinervis,,,,,,,,,
100,3.9988803135122166e-05,0.2013227879643715,3.9988803135122166e-05,0.0014190193164933,191.0,191.0,0.0,../db/Sketched-db/db.trnL-entrez-ref.fasta.bz2.sig,"NC_042235.1:51426-52028 Ampelopsis japonica chloroplast, complete genome",3789dae0c4ac1f3c5d0ed8678299ded2,0.2013227879643715,100,6,1600,input/weight_loss/ERR11520718_2.fastq.gz,ERR11520718,4b7100b8,2500700,51,DNA,100,25007,True,,,,,True,191,712,134600,Ampelopsis japonica,,,,,,,,,
100,3.9988803135122166e-05,0.1000043173111247,3.9988803135122166e-05,5.943536404160475e-05,8.0,8.0,0.0,../db/Sketched-db/db.trnL-entrez-ref.fasta.bz2.sig,"NC_071812.1:48446-49031 Seselopsis tianschanica voucher 16CS13419 chloroplast, complete genome",918dc3f846d7598f9274fd5fb0aa39e6,0.1000043173111247,100,7,1500,input/weight_loss/ERR11520718_2.fastq.gz,ERR11520718,4b7100b8,2500700,51,DNA,100,25007,True,,,,,True,8,720,134600,Seselopsis tianschanica,,,,,,,,,
100,3.9988803135122166e-05,1.0,3.9988803135122166e-05,7.429420505200594e-06,1.0,1.0,0.0,../db/Sketched-db/db.trnL-entrez-ref.fasta.bz2.sig,"NC_069950.1:51092-51680 Sabia schumanniana chloroplast, complete genome",2c31f1ca13cf3690bb2a9ae7f86d2f3a,1.0,100,8,1400,input/weight_loss/ERR11520718_2.fastq.gz,ERR11520718,4b7100b8,2500700,51,DNA,100,25007,True,,,,,True,1,721,134600,Sabia schumanniana,,,,,,,,,
100,3.9988803135122166e-05,0.1111242175242531,3.9988803135122166e-05,1.4858841010401188e-05,2.0,2.0,0.0,../db/Sketched-db/db.trnL-entrez-ref.fasta.bz2.sig,"NC_070347.1:47277-47869 Pimpinella thellungiana chloroplast, complete genome",48f1ead1033f620ed26657f38a3a045c,0.1111242175242531,100,9,1300,input/weight_loss/ERR11520718_2.fastq.gz,ERR11520718,4b7100b8,2500700,51,DNA,100,25007,True,,,,,True,2,723,134600,Pimpinella thellungiana,,,,,,,,,
