intersect_bp,jaccard,max_containment,f_query_match,f_match_query,match_filename,match_name,match_md5,match_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
1000,0.0004389815627743635,0.008547008547008548,0.008547008547008548,0.00046253469010175765,../db.crop-plant-entrez-ref.fasta.bz2,"NC_065148.1 Cucurbita argyrosperma chloroplast, complete genome",a5afb408,130600,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,016334a2,2162000,31,DNA,1000,2162,False,0.7805918453688485,0.8575991206515995,0.819095483010224,0.8575991206515995,True
1000,0.00043725404459991256,0.007936507936507936,0.007936507936507936,0.00046253469010175765,../db.crop-plant-entrez-ref.fasta.bz2,"NC_061691.1 Camellia sinensis var. pubilimba chloroplast, complete genome",5e87aacd,130900,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,016334a2,2162000,31,DNA,1000,2162,False,0.7805918453688485,0.8555514101456471,0.8180716277572477,0.8555514101456471,True
1000,0.0004391743522178305,0.008620689655172414,0.008620689655172414,0.00046253469010175765,../db.crop-plant-entrez-ref.fasta.bz2,"NC_058583.1 Cucurbita ficifolia chloroplast, complete genome",cf04d20d,134500,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,016334a2,2162000,31,DNA,1000,2162,False,0.7805918453688485,0.8578366184033578,0.8192142318861031,0.8578366184033578,True
1000,0.0003837298541826554,0.0022471910112359553,0.0022471910112359553,0.00046253469010175765,../db.crop-plant-entrez-ref.fasta.bz2,"NC_050067.1 Luffa acutangula mitochondrion, complete genome",c1ad1e97,454900,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,016334a2,2162000,31,DNA,1000,2162,False,0.7805918453688485,0.8214271098026981,0.8010094775857732,0.8214271098026981,True
1000,0.0004389815627743635,0.008547008547008548,0.008547008547008548,0.00046253469010175765,../db.crop-plant-entrez-ref.fasta.bz2,"NC_039628.1 Hodgsonia macrocarpa chloroplast, complete genome",fef9a80c,131300,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,016334a2,2162000,31,DNA,1000,2162,False,0.7805918453688485,0.8575991206515995,0.819095483010224,0.8575991206515995,True
1000,0.000437636761487965,0.008064516129032258,0.008064516129032258,0.00046253469010175765,../db.crop-plant-entrez-ref.fasta.bz2,"NC_038229.1 Cucurbita pepo chloroplast, complete genome",4c42c5a5,130400,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,016334a2,2162000,31,DNA,1000,2162,False,0.7805918453688485,0.8559931084669289,0.8182924769178888,0.8559931084669289,True
1000,0.00043878894251864854,0.00847457627118644,0.00847457627118644,0.00046253469010175765,../db.crop-plant-entrez-ref.fasta.bz2,"NC_036506.1 Cucurbita moschata chloroplast, complete genome",1b9c1047,130200,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,016334a2,2162000,31,DNA,1000,2162,False,0.7805918453688485,0.8573637090976588,0.8189777772332536,0.8573637090976588,True
1000,0.00044014084507042255,0.009009009009009009,0.009009009009009009,0.00046253469010175765,../db.crop-plant-entrez-ref.fasta.bz2,"NC_036808.1 Lagenaria siceraria isolate USVL1VR-Ls chloroplast, complete genome",993e119f,133300,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,016334a2,2162000,31,DNA,1000,2162,False,0.7805918453688485,0.859056719858633,0.8198242826137407,0.859056719858633,True
1000,0.00043706293706293706,0.007874015748031496,0.007874015748031496,0.00046253469010175765,../db.crop-plant-entrez-ref.fasta.bz2,"NC_036830.1 Camellia japonica strain S288C chloroplast, complete genome",c1d41c11,129900,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,016334a2,2162000,31,DNA,1000,2162,False,0.7805918453688485,0.855333267396959,0.8179625563829038,0.855333267396959,True
1000,0.00043840420868040335,0.008333333333333333,0.008333333333333333,0.00046253469010175765,../db.crop-plant-entrez-ref.fasta.bz2,"NC_036505.1 Cucurbita maxima chloroplast, complete genome",b1fcf9fc,131000,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,016334a2,2162000,31,DNA,1000,2162,False,0.7805918453688485,0.8568990023958575,0.818745423882353,0.8568990023958575,True
1000,0.00043725404459991256,0.007936507936507936,0.007936507936507936,0.00046253469010175765,../db.crop-plant-entrez-ref.fasta.bz2,"NC_032008.1 Citrullus lanatus chloroplast, complete genome",87200458,133400,input/weight_loss/ERR11520713_2.fastq.gz,ERR11520713,016334a2,2162000,31,DNA,1000,2162,False,0.7805918453688485,0.8555514101456471,0.8180716277572477,0.8555514101456471,True
