intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,scientific_name,Unnamed: 0_x,USDA_id,usda_common_name,Unnamed: 0_y,trnL_id,trnl_common_name,Unnamed: 0,foodb_id,foodb_common_name
2000,0.0769230769230769,0.0139860139860139,0.0769230769230769,0.0033840947546531,13.0,13.0,12.0,output/weight_loss/all_chloroplast.1000/gather_ext/ERR11520722.21.db-matches.sig,"NC_059803.1 Citrus clementina chloroplast, complete genome",c0fa3d2a1e88ee9505dd9cbef2921da5,0.0139860139860139,2000,0,24000,,ERR11520722-known,88fb8c68,26000,21,DNA,1000,26,True,,,,,True,26,26,7683,Citrus clementina,,,,352.0,85681.0,clementine,,,
2000,0.0769230769230769,0.0161290322580645,0.0769230769230769,0.0074189769621241,28.5,28.5,27.5,output/weight_loss/all_chloroplast.1000/gather_ext/ERR11520722.21.db-matches.sig,"NC_045046.1 Morina longifolia isolate m1 chloroplast, complete genome",c3639831965c35ed610471cf507fa9f6,0.0161290322580645,2000,1,22000,,ERR11520722-known,88fb8c68,26000,21,DNA,1000,26,True,,,,,True,57,83,7683,Morina longifolia,,,,,,,,,
1000,0.0384615384615384,0.0079365079365079,0.0384615384615384,0.0105427567356501,81.0,81.0,0.0,output/weight_loss/all_chloroplast.1000/gather_ext/ERR11520722.21.db-matches.sig,"NC_080531.1 Pentaphragma spicatum chloroplast, complete genome",ef59742ae3e67d6f367010d62604ac1b,0.0079365079365079,1000,2,21000,,ERR11520722-known,88fb8c68,26000,21,DNA,1000,26,True,,,,,True,81,164,7683,Pentaphragma spicatum,,,,,,,,,
1000,0.0384615384615384,0.0085470085470085,0.0384615384615384,0.0007809449433814,6.0,6.0,0.0,output/weight_loss/all_chloroplast.1000/gather_ext/ERR11520722.21.db-matches.sig,"NC_080372.1 Aristolochia fulvicoma chloroplast, complete genome",4d7750277a2225a95a667fb46f87e6a0,0.0085470085470085,1000,3,20000,,ERR11520722-known,88fb8c68,26000,21,DNA,1000,26,True,,,,,True,6,170,7683,Aristolochia fulvicoma,,,,,,,,,
1000,0.0384615384615384,0.0084033613445378,0.0384615384615384,0.0154887413770662,119.0,119.0,0.0,output/weight_loss/all_chloroplast.1000/gather_ext/ERR11520722.21.db-matches.sig,"NC_072586.1 Doryanthes palmeri voucher Dor002 chloroplast, complete genome",46bffd6fb83abe2cf015f1ee2575ec0b,0.0084033613445378,1000,4,19000,,ERR11520722-known,88fb8c68,26000,21,DNA,1000,26,True,,,,,True,119,289,7683,Doryanthes palmeri,,,,,,,,,
1000,0.0384615384615384,0.0625000069773688,0.0384615384615384,0.0001301574905635,1.0,1.0,0.0,output/weight_loss/all_chloroplast.1000/gather_ext/ERR11520722.21.db-matches.sig,"NC_072554.1 Luehdorfia puziloi isolate PAP200 mitochondrion, complete genome",8c7131dbd9bc2f2f54836d4d3d6c2a83,0.0625000069773688,1000,5,18000,,ERR11520722-known,88fb8c68,26000,21,DNA,1000,26,True,,,,,True,1,290,7683,Luehdorfia puziloi,,,,,,,,,
1000,0.0384615384615384,0.0084033613445378,0.0384615384615384,0.8917089678510999,6851.0,6851.0,0.0,output/weight_loss/all_chloroplast.1000/gather_ext/ERR11520722.21.db-matches.sig,"NC_072216.1 Anabasis aphylla chloroplast, complete genome",8678cb86e15a7d087c3a10aa7992a53b,0.0084033613445378,1000,6,17000,,ERR11520722-known,88fb8c68,26000,21,DNA,1000,26,True,,,,,True,6851,7141,7683,Anabasis aphylla,,,,,,,,,
1000,0.0384615384615384,0.0076335877862595,0.0384615384615384,0.0001301574905635,1.0,1.0,0.0,output/weight_loss/all_chloroplast.1000/gather_ext/ERR11520722.21.db-matches.sig,"NC_070358.1 Monocostus uniflorus chloroplast, complete genome",aaa11d00b0ea72cf63c1df5e2b790e71,0.0076335877862595,1000,7,16000,,ERR11520722-known,88fb8c68,26000,21,DNA,1000,26,True,,,,,True,1,7142,7683,Monocostus uniflorus,,,,,,,,,
1000,0.0384615384615384,0.0085470085470085,0.0384615384615384,0.0001301574905635,1.0,1.0,0.0,output/weight_loss/all_chloroplast.1000/gather_ext/ERR11520722.21.db-matches.sig,"NC_069359.1 Irenepharsus magicus voucher MEL2275831A chloroplast, complete genome",578b9fa7bee669d8c5d6012ebc3b6b48,0.0085470085470085,1000,8,15000,,ERR11520722-known,88fb8c68,26000,21,DNA,1000,26,True,,,,,True,1,7143,7683,Irenepharsus magicus,,,,,,,,,
1000,0.0384615384615384,0.0078125,0.0384615384615384,0.0011714174150722,9.0,9.0,0.0,output/weight_loss/all_chloroplast.1000/gather_ext/ERR11520722.21.db-matches.sig,"NC_068877.1 Pteroxygonum denticulatum voucher ZHJ20-014 chloroplast, complete genome",325fa5c726e0ee4e390d5e03636cab68,0.0078125,1000,9,14000,,ERR11520722-known,88fb8c68,26000,21,DNA,1000,26,True,,,,,True,9,7152,7683,Pteroxygonum denticulatum,,,,,,,,,
1000,0.0384615384615384,0.008695652173913,0.0384615384615384,0.0001301574905635,1.0,1.0,0.0,output/weight_loss/all_chloroplast.1000/gather_ext/ERR11520722.21.db-matches.sig,"NC_068793.1 Allium nikolai voucher ZD0522 chloroplast, complete genome",9424ab2d8958590a60138d27721b9add,0.008695652173913,1000,10,13000,,ERR11520722-known,88fb8c68,26000,21,DNA,1000,26,True,,,,,True,1,7153,7683,Allium nikolai,,,,,,,,,
1000,0.0384615384615384,0.0081967213114754,0.0384615384615384,0.0010412599245086,8.0,8.0,0.0,output/weight_loss/all_chloroplast.1000/gather_ext/ERR11520722.21.db-matches.sig,"NC_068169.1 Amphiblemma cymosum chloroplast, complete genome",2cd7aa3361d350faf2d57f3c38c84133,0.0081967213114754,1000,11,12000,,ERR11520722-known,88fb8c68,26000,21,DNA,1000,26,True,,,,,True,8,7161,7683,Amphiblemma cymosum,,,,,,,,,
1000,0.0384615384615384,0.0084745762711864,0.0384615384615384,0.0014317323961994,11.0,11.0,0.0,output/weight_loss/all_chloroplast.1000/gather_ext/ERR11520722.21.db-matches.sig,"NC_068048.1 Littorella uniflora chloroplast, complete genome",7ca6cd61e918cc9612bf2d3467c5a55f,0.0084745762711864,1000,12,11000,,ERR11520722-known,88fb8c68,26000,21,DNA,1000,26,True,,,,,True,11,7172,7683,Littorella uniflora,24020.0,LIUN,American shoreweed,125.0,223169.0,American shoreweed,,,
1000,0.0384615384615384,0.0080645161290322,0.0384615384615384,0.0473773265651438,364.0,364.0,0.0,output/weight_loss/all_chloroplast.1000/gather_ext/ERR11520722.21.db-matches.sig,"NC_061673.1 Tetrastigma lawsonii voucher Wen#12620 chloroplast, complete genome",ca1cfbee6e089b47cdb31d86c3d4aa62,0.0080645161290322,1000,13,10000,,ERR11520722-known,88fb8c68,26000,21,DNA,1000,26,True,,,,,True,364,7536,7683,Tetrastigma lawsonii,,,,,,,,,
