intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,scientific_name,Unnamed: 0_x,USDA_id,usda_common_name,Unnamed: 0_y,trnL_id,trnl_common_name,Unnamed: 0,foodb_id,foodb_common_name
400,0.1666666666666666,0.0030557677616501,0.1666666666666666,0.6705968153640453,17930.25,17929.0,17921.75131474321,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520706.31.db-matches.sig,"NC_061691.1 Camellia sinensis var. pubilimba chloroplast, complete genome",5e87aacd93d96988c7354574dd4a28ce,0.0030557677616501,400,0,2000,,ERR11520706-known,e6f7f994,2400,31,DNA,100,24,True,,,,,True,71721,71721,106951,Camellia sinensis,7997.0,CASI16,tea,,,,23.0,38.0,Tea
400,0.1666666666666666,0.0022848438690022,0.125,6.545053342184739e-05,2.333333333333333,2.0,0.4714045207910317,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520706.31.db-matches.sig,"NC_007898.3 Solanum lycopersicum chloroplast, complete genome",ce36677b5696a48708a2851382418ae1,0.003046458492003,300,1,1700,,ERR11520706-known,e6f7f994,2400,31,DNA,100,24,True,,,,,True,7,71728,106951,Solanum lycopersicum,38620.0,SOLY2,garden tomato,969.0,4081.0,tomato,,,
200,0.0833333333333333,0.001531393568147,0.0833333333333333,0.0067788052472627,362.5,362.5,17.5,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520706.31.db-matches.sig,"NC_065148.1 Cucurbita argyrosperma chloroplast, complete genome",a5afb40825e6c667bbc01dae466b871a,0.001531393568147,200,2,1500,,ERR11520706-known,e6f7f994,2400,31,DNA,100,24,True,,,,,True,725,72453,106951,Cucurbita argyrosperma,,,,,,,,,
300,0.125,0.0015637216575449,0.0833333333333333,0.0185318510345859,991.0,991.0,976.0,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520706.31.db-matches.sig,"NC_062593.1 Fragaria moschata chloroplast, complete genome",964dc10dd8e77290524b9c831036aa2f,0.0023455824863174,200,3,1300,,ERR11520706-known,e6f7f994,2400,31,DNA,100,24,True,,,,,True,1982,74435,106951,Fragaria moschata,,,,,,,,,
200,0.0833333333333333,0.00151171579743,0.0833333333333333,0.0394947218819833,2112.0,2112.0,3.0,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520706.31.db-matches.sig,"NC_058634.1 Bactris gasipaes var. chichagui chloroplast, complete genome",b6db8cd7963792cce1a3888484f434f3,0.00151171579743,200,4,1100,,ERR11520706-known,e6f7f994,2400,31,DNA,100,24,True,,,,,True,4224,78659,106951,Bactris gasipaes,4664.0,BAGA2,peach palm,58.0,154467.0,peach palm,,,
200,0.0833333333333333,0.0014869888475836,0.0833333333333333,0.2612130788865929,13968.5,13968.5,478.5,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520706.31.db-matches.sig,"NC_058583.1 Cucurbita ficifolia chloroplast, complete genome",cf04d20d9d40eabf7a0590795f18ac88,0.0014869888475836,200,5,900,,ERR11520706-known,e6f7f994,2400,31,DNA,100,24,True,,,,,True,27937,106596,106951,Cucurbita ficifolia,11799.0,CUFI2,figleaf gourd,379.0,37645.0,figleaf gourd,,,
200,0.0833333333333333,0.0014388489208633,0.0833333333333333,1.870015240624211e-05,1.0,1.0,0.0,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520706.31.db-matches.sig,"NC_031383.1 Vitis amurensis voucher VAMU20160531 chloroplast, complete genome",16b7e50680c9cf3540855a121dddd336,0.0014388489208633,200,6,700,,ERR11520706-known,e6f7f994,2400,31,DNA,100,24,True,,,,,True,2,106598,106951,Vitis amurensis,42793.0,VIAM4,Amur grape,,,,,,
300,0.125,0.0008064516129032,0.0416666666666666,1.870015240624211e-05,2.0,2.0,0.0,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520706.31.db-matches.sig,"NC_072537.1 Smallanthus sonchifolius chloroplast, complete genome",808b4b6a57209ba55447426f6672c630,0.0024193548387096,100,7,600,,ERR11520706-known,e6f7f994,2400,31,DNA,100,24,True,,,,,True,2,106600,106951,Smallanthus sonchifolius,,,,,,,,,
100,0.0416666666666666,0.0007598784194528,0.0416666666666666,2.8050228609363167e-05,3.0,3.0,0.0,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520706.31.db-matches.sig,"NC_060607.1 Pueraria montana var. thomsonii chloroplast, complete genome",f217b736e23ec48bb86453de6231fee1,0.0007598784194528,100,8,500,,ERR11520706-known,e6f7f994,2400,31,DNA,100,24,True,,,,,True,3,106603,106951,Pueraria montana,34009.0,PUMO,kudzu,334.0,174648.0,mealy kudzu,,,
100,0.0416666666666666,0.0007564296520423,0.0416666666666666,9.350076203121055e-06,1.0,1.0,0.0,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520706.31.db-matches.sig,"NC_054176.1 Mucuna pruriens plastid, complete genome",69e264f5a3b3f40e3f1b10b52eb20269,0.0007564296520423,100,9,400,,ERR11520706-known,e6f7f994,2400,31,DNA,100,24,True,,,,,True,1,106604,106951,Mucuna pruriens,27019.0,MUPR,velvet bean,,,,,,
300,0.125,0.0007698229407236,0.0416666666666666,4.675038101560528e-05,5.0,5.0,0.0,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520706.31.db-matches.sig,"NC_045061.1 Sambucus nigra isolate sn1 chloroplast, complete genome",be7963af94ae3c2f6b8548da915afa13,0.0023094688221709,100,10,300,,ERR11520706-known,e6f7f994,2400,31,DNA,100,24,True,,,,,True,5,106609,106951,Sambucus nigra,36590.0,SANI4,black elderberry,703.0,4202.0,European elder,116.0,166.0,Black Elder
100,0.0416666666666666,0.0007535795026375,0.0416666666666666,6.545053342184739e-05,7.0,7.0,0.0,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520706.31.db-matches.sig,"NC_041201.1 Dysphania ambrosioides chloroplast, complete genome",648df46a55dfa0a63f8d3278e6dbdd0c,0.0007535795026375,100,11,200,,ERR11520706-known,e6f7f994,2400,31,DNA,100,24,True,,,,,True,7,106616,106951,Dysphania ambrosioides,14368.0,DYAM,Mexican tea,825.0,330163.0,epazote,,,
200,0.0833333333333333,0.0007616146230007,0.0416666666666666,0.0031135753756393,333.0,333.0,0.0,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520706.31.db-matches.sig,"NC_039628.1 Hodgsonia macrocarpa chloroplast, complete genome",fef9a80cb6754f29ec097ae918cc1623,0.0015232292460015,100,12,100,,ERR11520706-known,e6f7f994,2400,31,DNA,100,24,True,,,,,True,333,106949,106951,Hodgsonia macrocarpa,,,,,,,,,
300,0.125,0.0007739938080495,0.0416666666666666,1.870015240624211e-05,2.0,2.0,0.0,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520706.31.db-matches.sig,"NC_035143.1 Ocimum basilicum chloroplast, complete genome",fca7ee21e3411b7d870e7d4cdc2d7c17,0.0023219814241486,100,13,0,,ERR11520706-known,e6f7f994,2400,31,DNA,100,24,True,,,,,True,2,106951,106951,Ocimum basilicum,27812.0,OCBA,sweet basil,1003.0,39350.0,sweet basil,79.0,119.0,Basil
