intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,scientific_name,Unnamed: 0_x,USDA_id,usda_common_name,Unnamed: 0_y,trnL_id,trnl_common_name,Unnamed: 0,foodb_id,foodb_common_name
300,0.1111111111111111,0.0024752475247524,0.1111111111111111,0.0397139713971397,481.3333333333333,2.0,678.5869304829133,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520712.31.db-matches.sig,"NC_050780.1 Bambusa vulgaris cultivar Wamin chloroplast, complete genome",71747f10f6e78401673f48a02baaf717,0.0024752475247524,300,0,2400,,ERR11520712-known,5f36cc16,2700,31,DNA,100,27,True,,,,,True,1444,1444,36360,Bambusa vulgaris,4869.0,BAVU2,common bamboo,,,,,,
200,0.074074074074074,0.001531393568147,0.074074074074074,0.0922717271727172,1677.5,1677.5,105.5,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520712.31.db-matches.sig,"NC_065148.1 Cucurbita argyrosperma chloroplast, complete genome",a5afb40825e6c667bbc01dae466b871a,0.001531393568147,200,1,2200,,ERR11520712-known,5f36cc16,2700,31,DNA,100,27,True,,,,,True,3355,4799,36360,Cucurbita argyrosperma,,,,,,,,,
200,0.074074074074074,0.00151171579743,0.074074074074074,0.0372937293729373,678.0,678.0,1.0,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520712.31.db-matches.sig,"NC_058634.1 Bactris gasipaes var. chichagui chloroplast, complete genome",b6db8cd7963792cce1a3888484f434f3,0.00151171579743,200,2,2000,,ERR11520712-known,5f36cc16,2700,31,DNA,100,27,True,,,,,True,1356,6155,36360,Bactris gasipaes,4664.0,BAGA2,peach palm,58.0,154467.0,peach palm,,,
200,0.074074074074074,0.0014869888475836,0.074074074074074,0.0125687568756875,228.5,228.5,6.5,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520712.31.db-matches.sig,"NC_058583.1 Cucurbita ficifolia chloroplast, complete genome",cf04d20d9d40eabf7a0590795f18ac88,0.0014869888475836,200,3,1800,,ERR11520712-known,5f36cc16,2700,31,DNA,100,27,True,,,,,True,457,6612,36360,Cucurbita ficifolia,11799.0,CUFI2,figleaf gourd,379.0,37645.0,figleaf gourd,,,
100,0.037037037037037,0.0007235890014471,0.037037037037037,2.7502750275027505e-05,1.0,1.0,0.0,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520712.31.db-matches.sig,"NC_073584.1 Theobroma bicolor voucher KUELAP2926 chloroplast, complete genome",398994e9b956bb24d24bf73384da2c58,0.0007235890014471,100,4,1700,,ERR11520712-known,5f36cc16,2700,31,DNA,100,27,True,,,,,True,1,6613,36360,Theobroma bicolor,40612.0,THBI2,theobroma,,,,,,
100,0.037037037037037,0.0007127583749109,0.037037037037037,0.0166666666666666,606.0,606.0,0.0,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520712.31.db-matches.sig,"NC_071868.1 Vaccinium ashei chloroplast, complete genome",5cbc3786d287d8f4c52c5647b6cabe80,0.0007127583749109,100,5,1600,,ERR11520712-known,5f36cc16,2700,31,DNA,100,27,True,,,,,True,606,7219,36360,Vaccinium ashei,,,,,,,,,
100,0.037037037037037,0.0007423904974016,0.037037037037037,0.0004125412541254,15.0,15.0,0.0,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520712.31.db-matches.sig,"NC_070364.1 Physalis philadelphica chloroplast, complete genome",77ba7b99e0c272a9a679dd4a43fedaec,0.0007423904974016,100,6,1500,,ERR11520712-known,5f36cc16,2700,31,DNA,100,27,True,,,,,True,15,7234,36360,Physalis philadelphica,31151.0,PHPH2,Mexican groundcherry,83.0,304130.0,Mexican groundcherry,,,
100,0.037037037037037,0.0007733952049497,0.037037037037037,0.0018151815181518,66.0,66.0,0.0,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520712.31.db-matches.sig,"NC_065754.1 Citrus jambhiri chloroplast, complete genome",3e1bc0fa08e6e505e55edec8d5ad033d,0.0007733952049497,100,7,1400,,ERR11520712-known,5f36cc16,2700,31,DNA,100,27,True,,,,,True,66,7300,36360,Citrus jambhiri,9571.0,CIJA,rough lemon,203.0,64884.0,rough lemon,,,
100,0.037037037037037,0.0007818608287724,0.037037037037037,0.4065181518151815,14781.0,14781.0,0.0,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520712.31.db-matches.sig,"NC_062593.1 Fragaria moschata chloroplast, complete genome",964dc10dd8e77290524b9c831036aa2f,0.0007818608287724,100,8,1300,,ERR11520712-known,5f36cc16,2700,31,DNA,100,27,True,,,,,True,14781,22081,36360,Fragaria moschata,,,,,,,,,
100,0.037037037037037,0.0007598784194528,0.037037037037037,0.0001650165016501,6.0,6.0,0.0,output/weight_loss/crop_chloroplast.100/gather_ext/ERR11520712.31.db-matches.sig,"NC_060607.1 Pueraria montana var. thomsonii chloroplast, complete genome",f217b736e23ec48bb86453de6231fee1,0.0007598784194528,100,9,1200,,ERR11520712-known,5f36cc16,2700,31,DNA,100,27,True,,,,,True,6,22087,36360,Pueraria montana,34009.0,PUMO,kudzu,334.0,174648.0,mealy kudzu,,,
