intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,scientific_name,Unnamed: 0_x,USDA_id,usda_common_name,Unnamed: 0_y,trnL_id,trnl_common_name,Unnamed: 0,foodb_id,foodb_common_name
2000,0.0006077180188392,0.0166666666666666,0.0006077180188392,0.0008267075157439,34.0,34.0,3.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_079848.1 Sanguinaria canadensis voucher S03 chloroplast, complete genome",36c08c5752160eeda6e005bb56fec01b,0.0166666666666666,2000,0,11000,input/weight_loss/ERR11520708_2.fastq.gz,ERR11520708,355a7ae8,3291000,51,DNA,1000,3291,True,,,,,True,68,68,82254,Sanguinaria canadensis,36224.0,SACA13,bloodroot,15.0,3472.0,red puccoon,,,
2000,0.0006077180188392,0.0153846153846153,0.0006077180188392,0.0038174435285821,157.0,157.0,156.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_057233.1 Koelreuteria bipinnata chloroplast, complete genome",080bb2dd72fccdc935c9f35a64da37d1,0.0153846153846153,2000,1,9000,input/weight_loss/ERR11520708_2.fastq.gz,ERR11520708,355a7ae8,3291000,51,DNA,1000,3291,True,,,,,True,314,382,82254,Koelreuteria bipinnata,21989.0,KOBI3,goldenrain tree,,,,,,
1000,0.0003038590094196,0.0097087378640776,0.0003038590094196,0.0011428015658812,94.0,94.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_069215.1 Zygophyllum mucronatum plastid, complete genome",1f122528209ae6dd68b07fa495722647,0.0097087378640776,1000,2,8000,input/weight_loss/ERR11520708_2.fastq.gz,ERR11520708,355a7ae8,3291000,51,DNA,1000,3291,True,,,,,True,94,476,82254,Zygophyllum mucronatum,,,,,,,,,
1000,0.0003038590094196,0.0079365079365079,0.0003038590094196,1.2157463466822282e-05,1.0,1.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_067015.1 Chrysosplenium taibaishanense chloroplast, complete genome",80a2ed6e69bc545b93ed71cb49f5dbcf,0.0079365079365079,1000,3,7000,input/weight_loss/ERR11520708_2.fastq.gz,ERR11520708,355a7ae8,3291000,51,DNA,1000,3291,True,,,,,True,1,477,82254,Chrysosplenium taibaishanense,,,,,,,,,
1000,0.0003038590094196,0.0072463768115942,0.0003038590094196,3.647239040046685e-05,3.0,3.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_064102.1 Spyridium burragorang voucher CBG9611161 chloroplast, complete genome",f979ac6588c57a136b7238391de99199,0.0072463768115942,1000,4,6000,input/weight_loss/ERR11520708_2.fastq.gz,ERR11520708,355a7ae8,3291000,51,DNA,1000,3291,True,,,,,True,3,480,82254,Spyridium burragorang,,,,,,,,,
1000,0.0003038590094196,0.008,0.0003038590094196,6.078731733411141e-05,5.0,5.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_062882.1 Hippophae tibetana chloroplast, complete genome",1036b96f033efc437f3343e25b695240,0.008,1000,5,5000,input/weight_loss/ERR11520708_2.fastq.gz,ERR11520708,355a7ae8,3291000,51,DNA,1000,3291,True,,,,,True,5,485,82254,Hippophae tibetana,,,,,,,,,
1000,0.0003038590094196,0.008,0.0003038590094196,8.510224426775598e-05,7.0,7.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_062369.1 Tordylium lanatum chloroplast, complete genome",9f9b91fa541da939e65a84030ae49307,0.008,1000,6,4000,input/weight_loss/ERR11520708_2.fastq.gz,ERR11520708,355a7ae8,3291000,51,DNA,1000,3291,True,,,,,True,7,492,82254,Tordylium lanatum,,,,,,,,,
1000,0.0003038590094196,0.0089285714285714,0.0003038590094196,0.021956379021081,1806.0,1806.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_054176.1 Mucuna pruriens plastid, complete genome",9ec03b0e25c7aff0f1ef919958b69d5e,0.0089285714285714,1000,7,3000,input/weight_loss/ERR11520708_2.fastq.gz,ERR11520708,355a7ae8,3291000,51,DNA,1000,3291,True,,,,,True,1806,2298,82254,Mucuna pruriens,27019.0,MUPR,velvet bean,,,,,,
1000,0.0003038590094196,0.0077519379844961,0.0003038590094196,2.4314926933644564e-05,2.0,2.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_047375.1 Genista tinctoria voucher Yi14759-KUN plastid, complete genome",efe2c3a00bc8328cd33baeff0ec61366,0.0077519379844961,1000,8,2000,input/weight_loss/ERR11520708_2.fastq.gz,ERR11520708,355a7ae8,3291000,51,DNA,1000,3291,True,,,,,True,2,2300,82254,Genista tinctoria,18278.0,GETI,Dyer's greenweed,620.0,49825.0,dyer's greenweed,,,
1000,0.0003038590094196,0.0081967213114754,0.0003038590094196,1.2157463466822282e-05,1.0,1.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_047245.1 Withania somnifera chloroplast, complete genome",8aa4708de7a3cbbfc02d6f4e157a39b9,0.0081967213114754,1000,9,1000,input/weight_loss/ERR11520708_2.fastq.gz,ERR11520708,355a7ae8,3291000,51,DNA,1000,3291,True,,,,,True,1,2301,82254,Withania somnifera,43308.0,WISO,withania,637.0,126910.0,ashwagandha,,,
2000,0.0006077180188392,0.0077519379844961,0.0003038590094196,3.647239040046685e-05,3.0,3.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_034359.1 Solms-laubachia eurycarpa chloroplast, complete genome",ce5409a2d1cbbe8fd27d52fd3be38ebc,0.0155038759689922,1000,10,0,input/weight_loss/ERR11520708_2.fastq.gz,ERR11520708,355a7ae8,3291000,51,DNA,1000,3291,True,,,,,True,3,2304,82254,Solms-laubachia eurycarpa,,,,,,,,,
