intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,scientific_name,Unnamed: 0_x,USDA_id,usda_common_name,Unnamed: 0_y,trnL_id,trnl_common_name,Unnamed: 0,foodb_id,foodb_common_name
2000,0.0006428801028608,0.015267175572519,0.0006428801028608,0.1261214221293967,5314.0,5314.0,5312.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_072516.1 Luffa aegyptiaca isolate 23488 chloroplast, complete genome",c639188412db84bd1f8dfc9c52ec3ef2,0.015267175572519,2000,0,15000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,38502449,3111000,51,DNA,1000,3111,True,,,,,True,10628,10628,84268,Luffa aegyptiaca,24504.0,LUAE,sponge gourd,51.0,3670.0,smooth loofah,202.0,503.0,Luffa
1000,0.0003214400514304,0.0082644628099173,0.0003214400514304,3.560070252052974e-05,3.0,3.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_072979.1 Syzygium polyanthum chloroplast, complete genome",66b418e4855dfc58b84b066deef89022,0.0082644628099173,1000,1,14000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,38502449,3111000,51,DNA,1000,3111,True,,,,,True,3,10631,84268,Syzygium polyanthum,,,,40.0,883761.0,Indonesian bayleaf,,,
1000,0.0003214400514304,0.0077519379844961,0.0003214400514304,0.0058859828167275,496.0,496.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_072696.1 Capsicum baccatum chloroplast, complete genome",b6a57e1e6dfa3010ce76aa25768b884b,0.0077519379844961,1000,2,13000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,38502449,3111000,51,DNA,1000,3111,True,,,,,True,496,11127,84268,Capsicum baccatum,6310.0,CABA29,locoto,865.0,165788.0,locoto,,,
2000,0.0006428801028608,0.0071942446043165,0.0003214400514304,0.0001186690084017,10.0,10.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_071845.1 Elsholtzia eriostachya voucher H3050264 chloroplast, complete genome",9a67d37dfc04be70c9b103559a74648a,0.014388489208633,1000,3,12000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,38502449,3111000,51,DNA,1000,3111,True,,,,,True,10,11137,84268,Elsholtzia eriostachya,,,,,,,,,
1000,0.0003214400514304,0.0097087378640776,0.0003214400514304,5.93345042008829e-05,5.0,5.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_069215.1 Zygophyllum mucronatum plastid, complete genome",1f122528209ae6dd68b07fa495722647,0.0097087378640776,1000,4,11000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,38502449,3111000,51,DNA,1000,3111,True,,,,,True,5,11142,84268,Zygophyllum mucronatum,,,,,,,,,
1000,0.0003214400514304,0.010204081632653,0.0003214400514304,0.0001898704134428,16.0,16.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_068110.1 Cynodon radiatus voucher HN02 chloroplast, complete genome",f5b07dec4636797b66bc29ee1aa0878c,0.010204081632653,1000,5,10000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,38502449,3111000,51,DNA,1000,3111,True,,,,,True,16,11158,84268,Cynodon radiatus,,,,,,,,,
1000,0.0003214400514304,0.009090909090909,0.0003214400514304,1.186690084017658e-05,1.0,1.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_067539.1 Erythrina herbacea voucher I.S. Choi 1906006 (TEX-LL) plastid, complete genome",8b2eaebc225ac0631196485d8e927f1f,0.009090909090909,1000,6,9000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,38502449,3111000,51,DNA,1000,3111,True,,,,,True,1,11159,84268,Erythrina herbacea,15700.0,ERHE4,redcardinal,,,,,,
1000,0.0003214400514304,0.0079365079365079,0.0003214400514304,0.0031803294251673,268.0,268.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_067015.1 Chrysosplenium taibaishanense chloroplast, complete genome",80a2ed6e69bc545b93ed71cb49f5dbcf,0.0079365079365079,1000,7,8000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,38502449,3111000,51,DNA,1000,3111,True,,,,,True,268,11427,84268,Chrysosplenium taibaishanense,,,,,,,,,
1000,0.0003214400514304,0.0072463768115942,0.0003214400514304,1.186690084017658e-05,1.0,1.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_064102.1 Spyridium burragorang voucher CBG9611161 chloroplast, complete genome",f979ac6588c57a136b7238391de99199,0.0072463768115942,1000,8,7000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,38502449,3111000,51,DNA,1000,3111,True,,,,,True,1,11428,84268,Spyridium burragorang,,,,,,,,,
1000,0.0003214400514304,0.008,0.0003214400514304,1.186690084017658e-05,1.0,1.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.sig.zip,"NC_062882.1 Hippophae tibetana chloroplast, complete genome",1036b96f033efc437f3343e25b695240,0.008,1000,9,6000,input/weight_loss/ERR11520704_2.fastq.gz,ERR11520704,38502449,3111000,51,DNA,1000,3111,True,,,,,True,1,11429,84268,Hippophae tibetana,,,,,,,,,
