intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
1000,0.00088261253309797,0.007936507936507936,0.00088261253309797,0.01561304148170825,102.0,102.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_080531.1 Pentaphragma spicatum chloroplast, complete genome",b58ea140924e05ce1c6362167d7383c2,0.007936507936507936,1000,0,21000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.7942959625172676,0.7548574899754769,0.7942959625172676,True,102,102,6533
1000,0.00088261253309797,0.008771929824561403,0.00088261253309797,0.03887953467013623,254.0,254.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_080497.1 Morina nepalensis chloroplast, complete genome",84dfc1cc4ee449d4f7d109cf2feb08bd,0.008771929824561403,1000,1,20000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.7980905159569643,0.7567547666953252,0.7980905159569643,True,254,356,6533
1000,0.00088261253309797,0.008547008547008548,0.00088261253309797,0.001224552273075157,8.0,8.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_080372.1 Aristolochia fulvicoma chloroplast, complete genome",d7ceedbb8ebdbec8cd258cf3817f4375,0.008547008547008548,1000,2,19000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.7971039457958033,0.7562614816147447,0.7971039457958033,True,8,364,6533
1000,0.00088261253309797,0.010309278350515464,0.00088261253309797,0.005051278126435022,33.0,33.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_080254.1 Bonnaya tenuifolia chloroplast, complete genome",51f5dc22c739157a14d87b98d53c192d,0.010309278350515464,1000,3,18000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.8042513937135933,0.7598352055736397,0.8042513937135933,True,33,397,6533
1000,0.00088261253309797,0.007352941176470588,0.00088261253309797,0.00015306903413439462,1.0,1.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_073582.1 Entada phaseoloides chloroplast, complete genome",4b82cc4d4214f29c54e1b9df091f20f0,0.007352941176470588,1000,4,17000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.79141250666504,0.7534157620493631,0.79141250666504,True,1,398,6533
1000,0.00088261253309797,0.008403361344537815,0.00088261253309797,0.0026021735802847085,17.0,17.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_072586.1 Doryanthes palmeri voucher Dor002 chloroplast, complete genome",a988b611369ab87f055159c6a9cd5039,0.008403361344537815,1000,5,16000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.7964608453698907,0.7559399314017884,0.7964608453698907,True,17,415,6533
1000,0.00088261253309797,0.008403361344537815,0.00088261253309797,0.15414051737333537,1007.0,1007.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_072216.1 Anabasis aphylla chloroplast, complete genome",cf302ba6af0749729a83e854af14e87d,0.008403361344537815,1000,6,15000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.7964608453698907,0.7559399314017884,0.7964608453698907,True,1007,1422,6533
1000,0.00088261253309797,0.008264462809917356,0.00088261253309797,0.00015306903413439462,1.0,1.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_071177.1 Ferula syreitschikowii chloroplast, complete genome",d0b30a495e0d15782fc5ce8320030f41,0.008264462809917356,1000,7,14000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.7958289697382958,0.755623993585991,0.7958289697382958,True,1,1423,6533
1000,0.00088261253309797,0.008130081300813009,0.00088261253309797,0.00015306903413439462,1.0,1.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_067537.1 Platycyamus regnellii voucher RB:L.F.G.Silva 87 plastid, complete genome",66130f00bc90af7b47e813449f5c28e4,0.008130081300813009,1000,8,13000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.7952079422345739,0.75531347983413,0.7952079422345739,True,1,1424,6533
1000,0.00088261253309797,0.0028735632183908046,0.00088261253309797,0.00015306903413439462,1.0,1.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_066488.1 Oryza sativa cultivar Shen95(FA)A mitochondrion, complete genome",bd85903d8c0f9cd4908a3679bafdfbea,0.0028735632183908046,1000,9,12000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.7567848283431602,0.7361019228884231,0.7567848283431602,True,1,1425,6533
1000,0.00088261253309797,0.009615384615384616,0.00088261253309797,0.00015306903413439462,1.0,1.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_066017.1 Cynara cardunculus isolate BPTPS064 voucher LISE:96391 chloroplast, complete genome",5601cb2c68116a6cfa59cbf7214ba9bd,0.009615384615384616,1000,10,11000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.8015872364363197,0.7585031269350029,0.8015872364363197,True,1,1426,6533
1000,0.00088261253309797,0.008064516129032258,0.00088261253309797,0.004745140058166233,31.0,31.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_061673.1 Tetrastigma lawsonii voucher Wen#12620 chloroplast, complete genome",1b45c31a8e016a3367f01b94210b9bb4,0.008064516129032258,1000,11,10000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.794901383916784,0.755160200675235,0.794901383916784,True,31,1457,6533
1000,0.00088261253309797,0.007692307692307693,0.00088261253309797,0.0022960355120159193,15.0,15.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_061551.1 Rhaphiolepis brevipetiolata chloroplast, complete genome",25a1057289c43d652d7e178cbb87b11a,0.007692307692307693,1000,12,9000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.7931147574356534,0.7542668874346697,0.7931147574356534,True,15,1472,6533
1000,0.00088261253309797,0.008333333333333333,0.00088261253309797,0.00015306903413439462,1.0,1.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_061192.1 Silene viscidula voucher HB6-001 chloroplast, complete genome",3d928d524e281b114c83ea3c2258ae04,0.008333333333333333,1000,13,8000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.7961435284448887,0.7557812729392874,0.7961435284448887,True,1,1473,6533
1000,0.00088261253309797,0.00847457627118644,0.00088261253309797,0.00030613806826878924,2.0,2.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_058708.1 Alseodaphnopsis sichourensis isolate XTBGLQM0753 chloroplast, complete genome",d09e6223cd76ea69ad8936217ca01306,0.00847457627118644,1000,14,7000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.7967809681842896,0.7560999928089878,0.7967809681842896,True,2,1475,6533
1000,0.00088261253309797,0.007751937984496124,0.00088261253309797,0.000765345170671973,5.0,5.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_044831.1 Petalonyx linearis isolate FCN17113 chloroplast, complete genome",052eee20f0e4e094b1e2ba01a35bc4d0,0.007751937984496124,1000,15,6000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.7934064524302606,0.7544127349319734,0.7934064524302606,True,5,1480,6533
1000,0.00088261253309797,0.0078125,0.00088261253309797,0.01821521506199296,119.0,119.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_041535.1 Enemion raddeanum voucher ZR11-027 chloroplast, complete genome",926334db8ec945d4525e74c492861dba,0.0078125,1000,16,5000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.7937005259840998,0.754559771708893,0.7937005259840998,True,119,1599,6533
1000,0.00088261253309797,0.0078125,0.00088261253309797,0.00015306903413439462,1.0,1.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_040152.1 Glaucocystis incrassata strain SAG 229-2 plastid, complete genome",74481352b3e2745a0994f359ad87408c,0.0078125,1000,17,4000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.7937005259840998,0.754559771708893,0.7937005259840998,True,1,1600,6533
1000,0.00088261253309797,0.008264462809917356,0.00088261253309797,0.008265727843257308,54.0,54.0,0.0,/home/sjnair/2023-dietary-plants/db/Sketched-db/db.plant-entrez-ref.1000.sig.zip,"NC_037483.1 Atractylodes lancea chloroplast, complete genome",db7d6bbe0085862e3123137e0bbfd1d7,0.008264462809917356,1000,18,3000,input/weight_loss/ERR11520710_2.fastq.gz,ERR11520710,b15f8215,113300,21,DNA,1000,1133,True,0.7154190174336861,0.7958289697382958,0.755623993585991,0.7958289697382958,True,54,1654,6533
