intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,scientific_name,Unnamed: 0_x,USDA_id,usda_common_name,Unnamed: 0_y,trnL_id,trnl_common_name,Unnamed: 0,foodb_id,foodb_common_name
500,0.0354609929078014,0.5556210876212655,0.0354609929078014,0.1204799969835224,2556.2,687.0,2773.0218462897114,output/weight_loss/trnl.100/gather_ext/ERR11520703.21.db-matches.sig,"NC_068129.1:49400-49995 Triosteum sinuatum chloroplast, complete genome",387f63fd5abf0185af662eab6f10b116,0.5556210876212655,500,0,13600,,ERR11520703-known,52bbf103,14100,21,DNA,100,141,True,,,,,True,12781,12781,106084,Triosteum sinuatum,,,,,,,,,
400,0.0283687943262411,0.4000172692444991,0.0283687943262411,0.0073149579578447,194.0,45.0,283.8344587959679,output/weight_loss/trnl.100/gather_ext/ERR11520703.21.db-matches.sig,"NC_080305.1:94783-95438 Mesoamerantha guatemalensis isolate IR1837 voucher CICY:Ramirez 1837 chloroplast, complete genome",9ca9e57644d751e4b14d5fccde77415d,0.4000172692444991,400,1,13200,,ERR11520703-known,52bbf103,14100,21,DNA,100,141,True,,,,,True,776,13557,106084,Mesoamerantha guatemalensis,,,,,,,,,
400,0.0283687943262411,0.6682738715368531,0.0283687943262411,0.0008012518381659,21.25,11.5,23.94133454926855,output/weight_loss/trnl.100/gather_ext/ERR11520703.21.db-matches.sig,"NC_054346.1:46130-46705 Pilea verrucosa chloroplast, complete genome",a6fc2d3042e384338df2bc535452235f,0.6682738715368531,400,2,12800,,ERR11520703-known,52bbf103,14100,21,DNA,100,141,True,,,,,True,85,13642,106084,Pilea verrucosa,,,,,,,,,
400,0.0283687943262411,0.571932049607003,0.0283687943262411,0.0134516043889747,356.75,66.0,540.6830749154259,output/weight_loss/trnl.100/gather_ext/ERR11520703.21.db-matches.sig,"NC_044830.1:49966-50569 Mentzelia albicaulis isolate FCN17112 chloroplast, complete genome",e4a90f05fd56faa86a51489b6dbd6d36,0.571932049607003,400,3,12400,,ERR11520703-known,52bbf103,14100,21,DNA,100,141,True,,,,,True,1427,15069,106084,Mentzelia albicaulis,25751.0,MEAL6,whitestem blazingstar,,,,,,
300,0.0212765957446808,0.5012054036526399,0.0212765957446808,0.3746747860186267,13249.0,575.0,18331.119842133667,output/weight_loss/trnl.100/gather_ext/ERR11520703.21.db-matches.sig,"NC_072216.1:47576-48185 Anabasis aphylla chloroplast, complete genome",b6d944e7b17549faed5e9cdca868ccf9,0.5012054036526399,300,4,12100,,ERR11520703-known,52bbf103,14100,21,DNA,100,141,True,,,,,True,39747,54816,106084,Anabasis aphylla,,,,,,,,,
300,0.0212765957446808,0.4289490372052522,0.0212765957446808,0.4411692620941895,15600.333333333334,18565.0,4198.329932511524,output/weight_loss/trnl.100/gather_ext/ERR11520703.21.db-matches.sig,"NC_053774.1:52165-52775 Carya ovata chloroplast, complete genome",5de8baeacef0881cbe29838df2831a06,0.4289490372052522,300,5,11800,,ERR11520703-known,52bbf103,14100,21,DNA,100,141,True,,,,,True,46801,101617,106084,Carya ovata,7559.0,CAOV2,shagbark hickory,483.0,60418.0,shagbark hickory,,,
400,0.0283687943262411,0.2500805815558994,0.0141843971631205,0.0039308472531201,208.5,208.5,162.5,output/weight_loss/trnl.100/gather_ext/ERR11520703.21.db-matches.sig,"NC_072919.1:50290-50880 Neviusia cliftonii voucher Yi et al. Yi14187 chloroplast, complete genome",894eb3ae5164653f279d507ea1ed5741,0.5001611631117988,200,6,11600,,ERR11520703-known,52bbf103,14100,21,DNA,100,141,True,,,,,True,417,102034,106084,Neviusia cliftonii,27417.0,NECL,Shasta snow-wreath,,,,,,
200,0.0141843971631205,0.5091393327163457,0.0141843971631205,0.0004524716262584,24.0,24.0,0.0,output/weight_loss/trnl.100/gather_ext/ERR11520703.21.db-matches.sig,"NC_072979.1:50403-51018 Syzygium polyanthum chloroplast, complete genome",034c494d3c8e51091b7c181bc2388ffc,0.5091393327163457,200,7,11400,,ERR11520703-known,52bbf103,14100,21,DNA,100,141,True,,,,,True,48,102082,106084,Syzygium polyanthum,,,,40.0,883761.0,Indonesian bayleaf,,,
400,0.0283687943262411,0.3341369357684265,0.0141843971631205,0.0002356623053429,12.5,12.5,8.5,output/weight_loss/trnl.100/gather_ext/ERR11520703.21.db-matches.sig,"NC_072661.1:45085-45644 Hesperantha coccinea voucher KK0004 chloroplast, complete genome",246d693427a4ac590d65538016422de6,0.6682738715368531,200,8,11200,,ERR11520703-known,52bbf103,14100,21,DNA,100,141,True,,,,,True,25,102107,106084,Hesperantha coccinea,,,,,,,,,
200,0.0141843971631205,0.2859660248035015,0.0141843971631205,0.0006598544549602,35.0,35.0,21.0,output/weight_loss/trnl.100/gather_ext/ERR11520703.21.db-matches.sig,"NC_072531.1:46627-47210 Pilea cavernicola chloroplast, complete genome",1253d5e00bb2ba4dea4372a7f7faaf19,0.2859660248035015,200,9,11000,,ERR11520703-known,52bbf103,14100,21,DNA,100,141,True,,,,,True,70,102177,106084,Pilea cavernicola,,,,,,,,,
